t,theta
0,1.05
0.015015015015015015,1.0498049373086198
0.03003003,1.0492217075815582
0.045045045,1.0482533775327771
0.06006006,1.0469030302781868
0.075075075,1.0451738255247949
0.09009009,1.0430689861231845
0.10510510510510511,1.0405917965334586
0.12012012012012012,1.0377456069534612
0.13513513513513514,1.0345338233222001
0.15015015015015015,1.030959915321423
0.16516516516516516,1.0270274142515632
0.18018018018018017,1.022739913263662
0.19519519519519518,1.0181010677788505
0.21021021021021022,1.0131145956343424
0.22522522522522523,1.0077842773238201
0.24024024024024024,1.0021139576399638
0.2552552552552553,0.9961075451756229
0.2702702702702703,0.9897690137072943
0.2852852852852853,0.9831024029331538
0.3003003003003003,0.9761118188160197
0.3153153153153153,0.9688014350371776
0.3303303303303303,0.961175493
0.34534534534534533,0.9532383046426013
0.36036036036036034,0.9449942502534656
0.37537537537537535,0.9364477822539948
0.39039039039039036,0.9276034247871914
0.40540540540540543,0.9184657748225554
0.42042042042042044,0.9090395029041274
0.43543543543543545,0.8993293540407401
0.45045045045045046,0.8893401487379311
0.46546546546546547,0.8790767838201714
0.4804804804804805,0.868544232
0.4954954954954955,0.8577475448294174
0.5105105105105106,0.8466918495825699
0.5255255255255256,0.8353823543783684
0.5405405405405406,0.8238243449006376
0.5555555555555556,0.8120231844349403
0.5705705705705706,0.7999843164345052
0.5855855855855856,0.7877132637897849
0.6006006006006006,0.7752156280568363
0.6156156156156156,0.7624970885908116
0.6306306306306306,0.7495634039610288
0.6456456456456456,0.7364204109841155
0.6606606606606606,0.7230740234637201
0.6756756756756757,0.7095302305142639
0.6906906906906907,0.6957950974848716
0.7057057057057057,0.6818747643068258
0.7207207207207207,0.6677754437967974
0.7357357357357357,0.6535034193992844
0.7507507507507507,0.6390650450465121
0.7657657657657657,0.6244667429478391
0.7807807807807807,0.6097150013831598
0.7957957957957957,0.594816372
0.8108108108108109,0.5797774682772124
0.8258258258258259,0.5646049631494947
0.8408408408408409,0.5493055858463117
0.8558558558558559,0.5338861189285539
0.8708708708708709,0.5183533956951136
0.8858858858858859,0.5027142968664888
0.9009009009009009,0.4869757472556332
0.9159159159159159,0.47114471237615657
0.9309309309309309,0.4552281946176892
0.9459459459459459,0.4392332294440188
0.960960961,0.4231668815557138
0.975975976,0.4070362414576998
0.990990991,0.3908484203967143
1.006006006006006,0.3746105461869257
1.021021021021021,0.358329759
1.0360360360360361,0.3420132077344765
1.0510510510510511,0.3256680445294629
1.0660660660660661,0.30930141979355663
1.0810810810810811,0.2929204777311388
1.0960960960960962,0.2765323522951766
1.1111111111111112,0.2601441625671804
1.1261261261261262,0.24376300684787439
1.1411411411411412,0.22739595828893833
1.1561561561561562,0.21105006003890053
1.1711711711711712,0.19473232046936365
1.1861861861861862,0.17844970826633855
1.2012012012012012,0.16220914762299665
1.2162162162162162,0.14601751347886754
1.2312312312312312,0.12988162672820486
1.2462462462462462,0.11380824945388131
1.2612612612612613,0.09780408
1.2762762762762763,0.081875751
1.2912912912912913,0.066029819
1.3063063063063063,0.050272767
1.3213213213213213,0.034610995168108234
1.3363363363363363,0.019050821
1.3513513513513513,0.00359847
1.3663663663663663,-0.011739923
1.3813813813813813,-0.02695832
1.3963963963963963,-0.042050786
1.4114114114114114,-0.057011486
1.4264264264264264,-0.071834694
1.4414414414414414,-0.086514793
1.4564564564564564,-0.101046282
1.4714714714714714,-0.115423772
1.4864864864864864,-0.129641995
1.5015015015015014,-0.143695804
1.5165165165165164,-0.157580174
1.5315315315315314,-0.171290206
1.5465465465465464,-0.18482113
1.5615615615615615,-0.198168303
1.5765765765765765,-0.211327213
1.5915915915915915,-0.224293482
1.6066066066066067,-0.237062862
1.6216216216216217,-0.249631244
1.6366366366366367,-0.261994651
1.6516516516516517,-0.274149243
1.6666666666666667,-0.286091317
1.6816816816816818,-0.297817308
1.6966966966966968,-0.309323787
1.7117117117117118,-0.320607464
1.7267267267267268,-0.331665185
1.7417417417417418,-0.342493937
1.7567567567567568,-0.353090841
1.7717717717717718,-0.363453155
1.7867867867867868,-0.373578275
1.8018018018018018,-0.383463733
1.8168168168168168,-0.393107194
1.8318318318318318,-0.40250646
1.8468468468468469,-0.411659463
1.8618618618618619,-0.420564272
1.8768768768768769,-0.429219082
1.8918918918918919,-0.437622222
1.906906906906907,-0.445772149
1.921921921921922,-0.453667447
1.936936936936937,-0.461306825
1.951951951951952,-0.468689121
1.966966966966967,-0.475813291
1.981981981981982,-0.482678418
1.996996996996997,-0.489283702
2.012012012012012,-0.495628462
2.027027027027027,-0.501712136
2.042042042042042,-0.507534278
2.057057057057057,-0.513094552
2.0720720720720722,-0.518392739
2.0870870870870872,-0.523428728
2.1021021021021022,-0.528202519
2.1171171171171173,-0.532714217
2.1321321321321323,-0.536964035
2.1471471471471473,-0.540952288
2.1621621621621623,-0.544679397
2.1771771771771773,-0.54814588
2.1921921921921923,-0.551352356
2.2072072072072073,-0.554299541
2.2222222222222223,-0.556988249
2.2372372372372373,-0.559419386
2.2522522522522523,-0.561593953
2.2672672672672673,-0.563513041
2.2822822822822824,-0.565177831
2.2972972972972974,-0.566589595
2.3123123123123124,-0.567749689
2.3273273273273274,-0.568659555
2.3423423423423424,-0.569320721
2.3573573573573574,-0.569734798
2.3723723723723724,-0.569903475
2.3873873873873874,-0.569828525
2.4024024024024024,-0.569511799
2.4174174174174174,-0.568955224
2.4324324324324325,-0.568160805
2.4474474474474475,-0.567130622
2.4624624624624625,-0.565866828
2.4774774774774775,-0.564371649
2.4924924924924925,-0.562647384
2.5075075075075075,-0.560696401
2.5225225225225225,-0.558521137
2.5375375375375375,-0.556124098
2.5525525525525525,-0.553507855
2.5675675675675675,-0.550675049
2.5825825825825826,-0.547628382
2.5975975975975976,-0.54437062
2.6126126126126126,-0.540904594
2.6276276276276276,-0.537233195
2.6426426426426426,-0.533359373
2.6576576576576576,-0.52928614
2.6726726726726726,-0.525016565
2.6876876876876876,-0.520553773
2.7027027027027026,-0.515900947
2.7177177177177176,-0.511061324
2.7327327327327327,-0.506038195
2.7477477477477477,-0.500834903
2.7627627627627627,-0.495454842
2.7777777777777777,-0.489901459
2.7927927927927927,-0.484178247
2.8078078078078077,-0.478288748
2.8228228228228227,-0.472236552
2.8378378378378377,-0.466025292
2.8528528528528527,-0.459658648
2.8678678678678677,-0.453140339
2.8828828828828827,-0.44647413
2.8978978978978978,-0.439663822
2.9129129129129128,-0.432713257
2.9279279279279278,-0.425626315
2.942942942942943,-0.41840691
2.957957957957958,-0.411058991
2.972972972972973,-0.403586541
2.987987987987988,-0.395993572
3.003003003003003,-0.388284128
7.012012012012012,-0.018043807
7.027027027027027,-0.025508965
7.042042042042042,-0.032860075
7.057057057057057,-0.040081221
7.072072072072072,-0.047156904
7.087087087087087,-0.05407208
7.102102102102102,-0.060812186
7.117117117117117,-0.067363174
7.132132132132132,-0.073711538
7.147147147147147,-0.079844342
7.162162162162162,-0.08574924
7.177177177177177,-0.091414508
7.192192192192192,-0.096829058
7.207207207207207,-0.101982464
7.222222222222222,-0.106864974
7.237237237237237,-0.111467532
7.252252252252252,-0.11578179
7.267267267267267,-0.119800121
7.282282282282282,-0.123515631
7.297297297297297,-0.126922168
7.312312312312312,-0.130014327
7.327327327327327,-0.132787463
7.342342342342342,-0.135237687
7.357357357357357,-0.137361872
7.372372372372372,-0.139157651
7.387387387387387,-0.140623425
7.402402402402402,-0.141758347
7.4174174174174174,-0.142562326
7.4324324324324325,-0.143036023
7.4474474474474475,-0.143180838
7.4624624624624625,-0.142998902
7.4774774774774775,-0.142493072
7.4924924924924925,-0.141666911
7.5075075075075075,-0.140524683
7.5225225225225225,-0.139071334
7.5375375375375375,-0.137312473
7.5525525525525525,-0.135254363
7.5675675675675675,-0.132903896
7.5825825825825826,-0.130268573
7.597597597597598,-0.12735649
7.612612612612613,-0.124176306
7.627627627627628,-0.120737227
7.642642642642643,-0.117048982
7.657657657657658,-0.113121791
7.672672672672673,-0.108966345
7.687687687687688,-0.104593778
7.702702702702703,-0.100015636
7.717717717717718,-0.09524385
7.732732732732733,-0.090290709
7.747747747747748,-0.085168823
7.762762762762763,-0.079891101
7.777777777777778,-0.074470711
7.792792792792793,-0.068921056
7.807807807807808,-0.063255735
7.822822822822823,-0.057488515
7.837837837837838,-0.051633297
7.852852852852853,-0.045704083
7.867867867867868,-0.039714942
7.882882882882883,-0.033679979
7.897897897897898,-0.0276133
7.912912912912913,-0.021528983
7.927927927927928,-0.015441042
7.942942942942943,-0.009363395
7.957957957957958,-0.003309835
7.972972972972973,0.002706001
7.987987987987988,0.008670667
8.003003003003004,0.014570932219712472
8.018018018018019,0.020393812861548472
8.033033033033034,0.0261266
8.048048048048049,0.031756888
8.063063063063064,0.037272599
8.078078078078079,0.042662007891434664
